rank	lexeme_id	cell	system	policy	expected_expanded	expected_printed	source_id	passage	provenance	decision	review_reason
474	synodal:numeral:pervyi	numeral:ordinal:accusative:plural:feminine:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
475	synodal:numeral:pervyi	numeral:ordinal:accusative:plural:masculine:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
476	synodal:numeral:pervyi	numeral:ordinal:accusative:plural:neuter:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
477	synodal:numeral:pervyi	numeral:ordinal:accusative:singular:masculine:animate	numeral	strict	первагѡ	пе́рвагѡ	ponomar-elizabeth-bible-2026-08-09	Esther.3.12	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:singular:masculine:animate,numeral:ordinal:genitive:singular:masculine:inanimate,numeral:ordinal:genitive:singular:neuter:inanimate
478	synodal:numeral:pervyi	numeral:ordinal:accusative:singular:neuter:inanimate	numeral	strict	первое	Пе́рвое	ponomar-elizabeth-bible-2026-08-09	Acts.1.1	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:singular:neuter:inanimate,numeral:ordinal:nominative:singular:neuter:inanimate
479	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:any:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
480	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:any:inanimate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
481	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:feminine:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
482	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:feminine:inanimate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
483	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:masculine:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
484	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:masculine:inanimate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
485	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:neuter:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
486	synodal:numeral:pervyi	numeral:ordinal:genitive:plural:neuter:inanimate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
487	synodal:numeral:pervyi	numeral:ordinal:genitive:singular:masculine:inanimate	numeral	strict	первагѡ	пе́рвагѡ	ponomar-elizabeth-bible-2026-08-09	Esther.3.12	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:singular:masculine:animate,numeral:ordinal:genitive:singular:masculine:inanimate,numeral:ordinal:genitive:singular:neuter:inanimate
488	synodal:numeral:pervyi	numeral:ordinal:genitive:singular:neuter:inanimate	numeral	strict	первагѡ	пе́рвагѡ	ponomar-elizabeth-bible-2026-08-09	Esther.3.12	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:singular:masculine:animate,numeral:ordinal:genitive:singular:masculine:inanimate,numeral:ordinal:genitive:singular:neuter:inanimate
489	synodal:numeral:pervyi	numeral:ordinal:locative:plural:any:animate	numeral	strict	первыхъ	пе́рвыхъ	ponomar-elizabeth-bible-2026-08-09	Deut.13.9	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: numeral:ordinal:accusative:plural:any:animate,numeral:ordinal:accusative:plural:feminine:animate,numeral:ordinal:accusative:plural:masculine:animate,numeral:ordinal:accusative:plural:neuter:animate,numeral:ordinal:genitive:plural:any:animate,numeral:ordinal:genitive:plural:any:inanimate,numeral:ordinal:genitive:plural:feminine:animate,numeral:ordinal:genitive:plural:feminine:inanimate,numeral:ordinal:genitive:plural:masculine:animate,numeral:ordinal:genitive:plural:masculine:inanimate,numeral:ordinal:genitive:plural:neuter:animate,numeral:ordinal:genitive:plural:neuter:inanimate,numeral:ordinal:locative:plural:any:animate,numeral:ordinal:locative:plural:any:inanimate,numeral:ordinal:locative:plural:feminine:animate,numeral:ordinal:locative:plural:feminine:inanimate,numeral:ordinal:locative:plural:masculine:animate,numeral:ordinal:locative:plural:masculine:inanimate,numeral:ordinal:locative:plural:neuter:animate,numeral:ordinal:locative:plural:neuter:inanimate
