# Gold paradigm oracle: Alypy (Gamanovich) grammar printed paradigm tables.
# Source: alypy-gamanovich-grammar-web-2023 (references/downloads/alypy-grammar).
# Generator: cargo xtask alypy-paradigm-oracle (crates/xtask/src/alypy_oracle.rs).
# Surfaces are verbatim as printed (accents, hyphenated morpheme boundaries,
# variant parentheses intact); the comparison contract decides equivalence.
section	artifact	table_index	pos	headword	column_label	case	number	gender	person	tense	form	surface
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		vocative	singular	masculine				пꙋ́т-ь (-ю̀)
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		nominative+accusative+vocative	dual	feminine				за́пѡвѣд-и
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		nominative+accusative+vocative	dual	masculine				пꙋт-и̑
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		genitive+locative	dual	feminine				за́пѡвѣд-їю
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		genitive+locative	dual	masculine				пꙋт-їю̀
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		dative+instrumental	dual	feminine				за́повѣд-ема (-ьма)
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		dative+instrumental	dual	masculine				пꙋт-ьма̀
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		nominative+vocative	plural	feminine				за́пѡвѣд-и
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		nominative+vocative	plural	masculine				пꙋт-їѐ
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		genitive	plural	feminine				за́повѣд-ей
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		genitive	plural	masculine				пꙋт-і́й (-е́й)
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		dative	plural	feminine				за́повѣд-емъ
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		dative	plural	masculine				пꙋт-є́мъ
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		accusative	plural	feminine				за́пѡвѣд-и
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		accusative	plural	masculine				пꙋт-и̑
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		instrumental	plural	feminine				за́повѣд-ьми
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		instrumental	plural	masculine				пꙋт-ьмѝ
§41. 3-е склонение	p041.htm	1	noun	за́повѣд-ь		locative	plural	feminine				за́повѣд-ехъ
§41. 3-е склонение	p041.htm	1	noun	пꙋ́т-ь		locative	plural	masculine				пꙋт-е́хъ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		nominative+vocative	singular					и҆́мѧ
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		nominative+vocative	singular					ѻ҆троча̀
§43. Образцы склонений	p043.htm	1	noun	не́бо		nominative+vocative	singular					не́бо
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		genitive	singular					и҆́мен-е
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		genitive	singular					ѻ҆троча́т-е
§43. Образцы склонений	p043.htm	1	noun	не́бо		genitive	singular					небес-ѐ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		dative	singular					и҆́мен-и
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		dative	singular					ѻ҆троча́т-и
§43. Образцы склонений	p043.htm	1	noun	не́бо		dative	singular					небес-ѝ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		accusative	singular					и҆́мѧ
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		accusative	singular					ѻ҆троча̀
§43. Образцы склонений	p043.htm	1	noun	не́бо		accusative	singular					не́бо
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		instrumental	singular					и҆́мен-емъ
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		instrumental	singular					ѻ҆троча́т-емъ
§43. Образцы склонений	p043.htm	1	noun	не́бо		instrumental	singular					небес-е́мъ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		locative	singular					и҆́мен-и
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		locative	singular					ѻ҆троча́т-и
§43. Образцы склонений	p043.htm	1	noun	не́бо		locative	singular					небес-ѝ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		nominative+accusative+vocative	dual					и҆́мєн-и
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		nominative+accusative+vocative	dual					ѻ҆трѡча́т-и
§43. Образцы склонений	p043.htm	1	noun	не́бо		nominative+accusative+vocative	dual					небєс-ѝ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		genitive+locative	dual					и҆мен-ꙋ̀
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		genitive+locative	dual					ѻ҆троча́т-ꙋ
§43. Образцы склонений	p043.htm	1	noun	не́бо		genitive+locative	dual					небес-ꙋ̀
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		dative+instrumental	dual					и҆мен-е́ма (-а́ма)
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		dative+instrumental	dual					ѻ҆троча́т-ема (-ама)
§43. Образцы склонений	p043.htm	1	noun	не́бо		dative+instrumental	dual					небес-е́ма
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		nominative+vocative	plural					и҆мен-а̀
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		nominative+vocative	plural					ѻ҆троча́т-а
§43. Образцы склонений	p043.htm	1	noun	не́бо		nominative+vocative	plural					небес-а̀
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		genitive	plural					и҆ме́н-ъ
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		genitive	plural					ѻ҆троча́т-ъ
§43. Образцы склонений	p043.htm	1	noun	не́бо		genitive	plural					небе́с-ъ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		dative	plural					и҆́мен-ємъ (-ѡмъ)
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		dative	plural					ѻ҆троча́т-ємъ (-ѡмъ)
§43. Образцы склонений	p043.htm	1	noun	не́бо		dative	plural					небес-є́мъ
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		accusative	plural					и҆мен-а̀
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		accusative	plural					ѻ҆троча́т-а
§43. Образцы склонений	p043.htm	1	noun	не́бо		accusative	plural					небес-а̀
§43. Образцы склонений	p043.htm	1	noun	и҆́мѧ		instrumental	plural					и҆мен-ы̀
§43. Образцы склонений	p043.htm	1	noun	ѻ҆троча̀		instrumental	plural					ѻ҆троча́т-ы
§43. Образцы склонений	p043.htm	1	noun	не́бо		instrumental	plural					небес-ы̀
